timestamp_hour,organization__id,organization__name,organization__email_domain,organization__tier,organization__billing_model,organization__cloud_provider,organization__region,organization__country,organization__dollar_usage,organization__MRR,organization__MRR_PAYG,organization__MRR_Committed,organization__query_count,organization__error_count
2026-04-22 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1445.57,41000.0,6150.0,34850.0,940868,2606
2026-04-23 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1270.57,41000.0,6150.0,34850.0,849447,2475
2026-04-24 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1284.54,41000.0,6150.0,34850.0,776127,994
2026-04-25 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1232.18,41000.0,6150.0,34850.0,446292,704
2026-04-26 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1257.37,41000.0,6150.0,34850.0,532349,397
2026-04-27 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1288.03,41000.0,6150.0,34850.0,1055227,2375
2026-04-28 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1244.51,41000.0,6150.0,34850.0,847500,3029
2026-04-29 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1380.53,41000.0,6150.0,34850.0,1075976,4021
2026-04-30 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1440.4,41000.0,6150.0,34850.0,730305,2312
2026-05-01 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1240.96,41000.0,6150.0,34850.0,741383,1345
2026-05-02 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1332.3,41000.0,6150.0,34850.0,576788,1813
2026-05-03 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1480.91,41000.0,6150.0,34850.0,511056,673
2026-05-04 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1406.44,41000.0,6150.0,34850.0,1020591,2109
2026-05-05 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1263.49,41000.0,6150.0,34850.0,1103811,3278
2026-05-06 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1461.68,41000.0,6150.0,34850.0,1093050,1115
2026-05-07 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1237.93,41000.0,6150.0,34850.0,874508,2425
2026-05-08 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1343.29,41000.0,6150.0,34850.0,828414,2360
2026-05-09 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1273.08,41000.0,6150.0,34850.0,414903,858
2026-05-10 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1239.47,41000.0,6150.0,34850.0,419797,523
2026-05-11 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1458.84,41000.0,6150.0,34850.0,738669,1061
2026-05-12 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1456.65,41000.0,6150.0,34850.0,715747,1009
2026-05-13 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1395.38,41000.0,6150.0,34850.0,892222,2531
2026-05-14 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1441.77,41000.0,6150.0,34850.0,989589,634
2026-05-15 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1364.15,41000.0,6150.0,34850.0,918216,743
2026-05-16 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1437.47,41000.0,6150.0,34850.0,406870,736
2026-05-17 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1241.61,41000.0,6150.0,34850.0,615682,827
2026-05-18 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1379.77,41000.0,6150.0,34850.0,891256,539
2026-05-19 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1449.92,41000.0,6150.0,34850.0,1032106,1864
2026-05-20 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1345.14,41000.0,6150.0,34850.0,710533,1658
2026-05-21 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1454.82,41000.0,6150.0,34850.0,774266,2384
2026-05-22 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1374.33,41000.0,6150.0,34850.0,932703,594
2026-05-23 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1429.35,41000.0,6150.0,34850.0,442017,653
2026-05-24 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1316.14,41000.0,6150.0,34850.0,439328,1099
2026-05-25 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1465.05,41000.0,6150.0,34850.0,953155,1111
2026-05-26 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1252.44,41000.0,6150.0,34850.0,1101332,1768
2026-05-27 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1354.97,41000.0,6150.0,34850.0,709080,1319
2026-05-28 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1445.51,41000.0,6150.0,34850.0,1110249,1134
2026-05-29 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1408.9,41000.0,6150.0,34850.0,1035499,1694
2026-05-30 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1293.43,41000.0,6150.0,34850.0,588545,443
2026-05-31 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1475.54,41000.0,6150.0,34850.0,674956,893
2026-06-01 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1423.09,41000.0,6150.0,34850.0,1080348,3597
2026-06-02 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1275.86,41000.0,6150.0,34850.0,846489,3052
2026-06-03 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1354.61,41000.0,6150.0,34850.0,1009577,1653
2026-06-04 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1293.97,41000.0,6150.0,34850.0,889753,1079
2026-06-05 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1304.24,41000.0,6150.0,34850.0,1012941,1233
2026-06-06 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1392.5,41000.0,6150.0,34850.0,613418,1820
2026-06-07 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1297.98,41000.0,6150.0,34850.0,590675,1308
2026-06-08 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1302.41,41000.0,6150.0,34850.0,1115354,745
2026-06-09 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1305.01,41000.0,6150.0,34850.0,821269,961
2026-06-10 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1311.4,41000.0,6150.0,34850.0,875963,1644
2026-06-11 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1353.28,41000.0,6150.0,34850.0,815008,1103
2026-06-12 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1337.34,41000.0,6150.0,34850.0,794197,402
2026-06-13 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1234.62,41000.0,6150.0,34850.0,542080,563
2026-06-14 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1448.84,41000.0,6150.0,34850.0,566372,1223
2026-06-15 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1319.16,41000.0,6150.0,34850.0,1049131,2906
2026-06-16 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1340.49,41000.0,6150.0,34850.0,813595,2074
2026-06-17 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1302.23,41000.0,6150.0,34850.0,696458,386
2026-06-18 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1404.3,41000.0,6150.0,34850.0,877135,2547
2026-06-19 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1273.41,41000.0,6150.0,34850.0,752297,813
2026-06-20 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1235.8,41000.0,6150.0,34850.0,659141,1242
2026-06-21 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1472.15,41000.0,6150.0,34850.0,641376,1668
2026-06-22 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1496.26,41000.0,6150.0,34850.0,1070248,3364
2026-06-23 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1276.78,41000.0,6150.0,34850.0,701080,1045
2026-06-24 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1363.88,41000.0,6150.0,34850.0,793170,2829
2026-06-25 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1405.16,41000.0,6150.0,34850.0,1012912,1147
2026-06-26 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1351.83,41000.0,6150.0,34850.0,684034,821
2026-06-27 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1496.94,41000.0,6150.0,34850.0,562983,1561
2026-06-28 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1261.02,41000.0,6150.0,34850.0,482119,1848
2026-06-29 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1312.15,41000.0,6150.0,34850.0,844025,1868
2026-06-30 00:00:00,a89547ec-db48-4fcd-ba2d-a11cc2e032df,Stewart-Johnson,stewart-johnso.example,Enterprise,Committed,aws,us-east-1,United States,1364.63,41000.0,6150.0,34850.0,1010359,879
2026-04-02 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,156.53,5200.0,5200.0,0.0,71267,162
2026-04-03 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,167.51,5200.0,5200.0,0.0,69872,98
2026-04-04 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,164.13,5200.0,5200.0,0.0,60648,178
2026-04-05 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,183.89,5200.0,5200.0,0.0,46102,53
2026-04-06 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,169.35,5200.0,5200.0,0.0,74579,220
2026-04-07 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,164.32,5200.0,5200.0,0.0,105863,115
2026-04-08 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,160.21,5200.0,5200.0,0.0,90920,166
2026-04-09 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,162.86,5200.0,5200.0,0.0,98795,149
2026-04-10 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,158.48,5200.0,5200.0,0.0,71782,56
2026-04-11 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,179.22,5200.0,5200.0,0.0,49633,91
2026-04-12 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,174.84,5200.0,5200.0,0.0,52062,113
2026-04-13 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,169.86,5200.0,5200.0,0.0,106296,85
2026-04-14 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,169.57,5200.0,5200.0,0.0,81036,179
2026-04-15 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,169.12,5200.0,5200.0,0.0,73562,189
2026-04-16 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,182.86,5200.0,5200.0,0.0,104926,117
2026-04-17 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,182.18,5200.0,5200.0,0.0,77969,177
2026-04-18 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,161.32,5200.0,5200.0,0.0,57577,150
2026-04-19 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,181.48,5200.0,5200.0,0.0,47432,90
2026-04-20 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,156.09,5200.0,5200.0,0.0,81576,213
2026-04-21 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,189.26,5200.0,5200.0,0.0,107871,72
2026-04-22 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,166.46,5200.0,5200.0,0.0,72079,103
2026-04-23 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,157.63,5200.0,5200.0,0.0,101461,225
2026-04-24 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,166.18,5200.0,5200.0,0.0,93175,178
2026-04-25 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,184.97,5200.0,5200.0,0.0,44663,30
2026-04-26 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,173.38,5200.0,5200.0,0.0,46480,165
2026-04-27 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,158.75,5200.0,5200.0,0.0,71735,88
2026-04-28 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,166.06,5200.0,5200.0,0.0,75699,292
2026-04-29 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,179.83,5200.0,5200.0,0.0,79694,177
2026-04-30 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,160.74,5200.0,5200.0,0.0,92000,63
2026-05-01 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,176.34,5200.0,5200.0,0.0,94571,285
2026-05-02 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,175.15,5200.0,5200.0,0.0,51412,172
2026-05-03 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,186.04,5200.0,5200.0,0.0,47316,158
2026-05-04 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,188.57,5200.0,5200.0,0.0,98595,375
2026-05-05 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,186.86,5200.0,5200.0,0.0,88612,208
2026-05-06 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,162.22,5200.0,5200.0,0.0,79883,294
2026-05-07 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,176.96,5200.0,5200.0,0.0,102170,140
2026-05-08 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,163.26,5200.0,5200.0,0.0,109406,104
2026-05-09 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,156.13,5200.0,5200.0,0.0,67153,224
2026-05-10 00:00:00,42b12009-a5f9-4f07-a066-6cb16d435905,Chavez Group,chavezgroup.example,Growth,PAYG,gcp,eu-central-1,Germany,178.77,5200.0,5200.0,0.0,61436,164
